timestamp,git_commit,postgres_version,extension_version,round_count,contender_count,success_count,denial_count,dual_success_count,zero_success_count,unexpected_error_count,explicit_unbind_recovery,socket_close_recovery,backend_terminate_recovery,rollback_semantics,stale_recovery_count,fence_rejection_count,remaining_budget_before_crash,remaining_budget_after_recovery,receipt_chain_verified,latency_p50_ms,latency_p95_ms,latency_p99_ms,passed
2026-07-19T06:57:28.133193Z,baa0048,16.14 (Debian 16.14-1.pgdg13+1),0.1,20,10,1,9,0,0,0,True,True,True,True,3,2,2,2,True,12.05368999944767,13.964935998956207,15.992454002116574,True
