target_rows,actual_rows,warmup_iterations,measured_iterations,mode,pattern,p50_ms,p95_ms,p99_ms,mean_ms,stddev_ms,rows_returned,measurements,errors,error_rate
10000,10000,10,100,Safe-view-only,Window,9.478044,10.274561,11.081166,9.575465040000001,0.6564764080109798,50,100,0,0.0
10000,10000,10,100,RLS + Safe View + Short Credential + Audit,SELECT,3.8612184999999997,5.261056,6.617217,4.06098799,0.6710310470421096,50,100,0,0.0
10000,10000,10,100,RLS + Safe View + Short Credential + Audit,JOIN,3.697941,4.39122,4.842247,3.77434523,0.3432018017207618,50,100,0,0.0
10000,10000,10,100,RLS + Safe View + Short Credential + Audit,GROUP BY,7.6069949999999995,8.838824,9.633609,7.71949668,0.5911227751088073,10,100,0,0.0
10000,10000,10,100,RLS + Safe View + Short Credential + Audit,CTE,7.699844499999999,8.777352,10.886009,7.85122846,1.0364163807547662,10,100,0,0.0
10000,10000,10,100,RLS + Safe View + Short Credential + Audit,Window,10.2351385,11.693503,12.383443,10.40292913,0.7154340365193517,50,100,0,0.0
10000,10000,10,100,SessionBound wrapper,SELECT,644.7181204999999,679.972148,699.343258,648.5611490800001,17.950105076152678,50,100,0,0.0
10000,10000,10,100,SessionBound wrapper,JOIN,632.573476,672.677783,680.616613,634.69492349,20.44984327473003,50,100,0,0.0
10000,10000,10,100,SessionBound wrapper,GROUP BY,639.672223,686.758709,730.081802,643.98365702,25.509956083072648,10,100,0,0.0
10000,10000,10,100,SessionBound wrapper,CTE,646.9654654999999,685.097364,714.350365,649.3705448,23.145799767780673,10,100,0,0.0
10000,10000,10,100,SessionBound wrapper,Window,645.3703935,674.772457,696.800357,645.871792,18.350508762286523,50,100,0,0.0
10000,10000,10,100,SessionBound native hook/executor,SELECT,638.908212,682.605436,700.518106,644.24440253,22.470421247833006,50,100,0,0.0
10000,10000,10,100,SessionBound native hook/executor,JOIN,632.3918735,678.541724,698.942203,636.5068543,22.457406533590696,50,100,0,0.0
10000,10000,10,100,SessionBound native hook/executor,GROUP BY,636.657813,687.623161,726.818493,642.8660700199999,24.074099431496265,10,100,0,0.0
10000,10000,10,100,SessionBound native hook/executor,CTE,638.3160245,691.199911,719.363328,644.75114769,25.302225139555755,10,100,0,0.0
10000,10000,10,100,SessionBound native hook/executor,Window,644.277387,681.591072,691.422619,644.44023106,19.187221808229157,50,100,0,0.0
100000,100000,10,30,Raw PostgreSQL,SELECT,12.414882500000001,13.061344,13.128865,12.414480366666668,0.3732441212114383,50,30,0,0.0
100000,100000,10,30,Raw PostgreSQL,JOIN,16.951603,18.169924,21.461645,17.151561933333333,1.0177438643670595,50,30,0,0.0
100000,100000,10,30,Raw PostgreSQL,GROUP BY,64.968088,73.201412,76.009059,65.97827836666667,3.2175526183099734,10,30,0,0.0
100000,100000,10,30,Raw PostgreSQL,CTE,65.9261675,68.966791,73.480937,66.09159363333333,1.9540959902837338,10,30,0,0.0
100000,100000,10,30,Raw PostgreSQL,Window,93.422629,102.183144,103.884251,93.81522116666666,3.883001580698735,50,30,0,0.0
100000,100000,10,30,Safe-view-only,SELECT,27.542021499999997,31.242879,32.061171,27.9954359,1.8954639542389327,50,30,0,0.0
100000,100000,10,30,Safe-view-only,JOIN,24.1356355,25.917972,26.053374,24.22225,0.9399456262171411,50,30,0,0.0
100000,100000,10,30,Safe-view-only,GROUP BY,73.085692,78.2194,78.897901,73.09452623333333,2.7212010973620786,10,30,0,0.0
100000,100000,10,30,Safe-view-only,CTE,74.7921655,82.760763,86.173825,75.84269936666666,3.304293255666668,10,30,0,0.0
100000,100000,10,30,Safe-view-only,Window,97.7965045,112.625528,117.711277,99.29273506666667,4.94918113164006,50,30,0,0.0
100000,100000,10,30,RLS + Safe View + Short Credential + Audit,SELECT,17.135398,22.579661,23.079337,17.5436774,1.6105062643273926,50,30,0,0.0
100000,100000,10,30,RLS + Safe View + Short Credential + Audit,JOIN,18.707589,24.268848,26.069492,19.354372833333333,2.438747386089125,50,30,0,0.0
100000,100000,10,30,RLS + Safe View + Short Credential + Audit,GROUP BY,72.4691645,77.485028,81.588461,72.76521613333333,2.7784459984495014,10,30,0,0.0
100000,100000,10,30,RLS + Safe View + Short Credential + Audit,CTE,76.2514805,81.90678,81.949746,76.47854836666667,3.320810935530019,10,30,0,0.0
100000,100000,10,30,RLS + Safe View + Short Credential + Audit,Window,99.711967,109.322894,109.522631,101.13271376666667,4.072263633146154,50,30,0,0.0
100000,100000,10,30,SessionBound wrapper,SELECT,6108.3287565,6296.157441,6316.901926,6130.751728933334,82.81381434185126,50,30,0,0.0
100000,100000,10,30,SessionBound wrapper,JOIN,6207.6449125,6326.460786,6377.787371,6213.640766166666,76.65477423939373,50,30,0,0.0
100000,100000,10,30,SessionBound wrapper,GROUP BY,6173.8336875,6339.012387,6418.760005,6183.885147633334,88.79722879154119,10,30,0,0.0
100000,100000,10,30,SessionBound wrapper,CTE,6236.8964185,6531.863195,6626.321332,6276.6454693666665,115.47336061737202,10,30,0,0.0
100000,100000,10,30,SessionBound wrapper,Window,6215.527239999999,6395.347175,6430.311234,6243.567967766667,88.74901820182949,50,30,0,0.0
100000,100000,10,30,SessionBound native hook/executor,SELECT,6176.9354299999995,6467.749049,6544.323677,6205.462378833333,143.30736571212577,50,30,0,0.0
100000,100000,10,30,SessionBound native hook/executor,JOIN,6185.5571625,6291.670762,6328.906928,6186.261936533334,68.73520733070994,50,30,0,0.0
100000,100000,10,30,SessionBound native hook/executor,GROUP BY,6189.703762,6304.629933,6307.095026,6194.0995366,60.06691223571149,10,30,0,0.0
100000,100000,10,30,SessionBound native hook/executor,CTE,6298.298475,6537.964306,6690.702065,6317.6844864,124.95633963806257,10,30,0,0.0
100000,100000,10,30,SessionBound native hook/executor,Window,6227.0942534999995,6396.36701,6441.532666,6222.568117533333,107.00485993948625,50,30,0,0.0
