pattern,mode,supported,p50_ms,p95_ms,mean_ms,stddev_ms,rows_returned,error_count,reason
Q1 SELECT,M0 Raw PostgreSQL,True,0.24717050000000002,0.448342,0.27719002,0.14169186676679646,10,0,
Q1 SELECT,M1 Role-only read-only credential,True,0.2968155,0.597033,0.33214534,0.18529256754285747,10,0,
Q1 SELECT,M2 Safe-view-only,True,0.2549125,0.455886,0.27641926,0.13691497437443576,10,0,
Q1 SELECT,M3 RLS + Safe View + Short Credential + Audit,True,1.1286779999999998,2.152598,1.26652487,0.3896946293168705,10,0,
Q1 SELECT,M4 SessionBound without receipts,True,134.1918505,147.615747,135.71477647,7.077212144302557,10,0,
Q1 SELECT,M5 SessionBound without budget updates,True,134.388881,157.50676,137.51962589000001,10.649075638528995,10,0,
Q1 SELECT,M6 SessionBound full,True,135.735934,160.638227,139.11694397,9.47911676424457,10,0,
Q2 JOIN,M0 Raw PostgreSQL,True,0.2649835,0.431007,0.28784581,0.11129608106682778,10,0,
Q2 JOIN,M1 Role-only read-only credential,True,0.315539,0.53123,0.34037488000000005,0.15562025048079572,10,0,
Q2 JOIN,M2 Safe-view-only,True,0.273015,0.442188,0.29468925,0.16556625076780443,10,0,
Q2 JOIN,M3 RLS + Safe View + Short Credential + Audit,True,1.0577429999999999,1.972715,1.21412132,0.5089086271009144,10,0,
Q2 JOIN,M4 SessionBound without receipts,True,147.5879105,162.181744,149.82491869,8.842500214777427,10,0,
Q2 JOIN,M5 SessionBound without budget updates,True,136.67282749999998,160.256741,140.41156714000002,9.47937923450008,10,0,
Q2 JOIN,M6 SessionBound full,True,136.0563565,153.342656,138.61932561,7.781421803767737,10,0,
Q3 GROUP BY,M0 Raw PostgreSQL,True,0.242251,0.417945,0.26842266,0.12268367615075934,1,0,
Q3 GROUP BY,M1 Role-only read-only credential,True,0.221891,0.42196,0.23950862999999997,0.12515191585921925,1,0,
Q3 GROUP BY,M2 Safe-view-only,True,0.2892655,0.438555,0.31490504,0.13269308061891696,1,0,
Q3 GROUP BY,M3 RLS + Safe View + Short Credential + Audit,True,1.135027,2.00748,1.2712429,0.3901125510481943,1,0,
Q3 GROUP BY,M4 SessionBound without receipts,True,128.913211,150.342506,131.81168025,9.852345287441413,1,0,
Q3 GROUP BY,M5 SessionBound without budget updates,True,122.838485,143.360338,125.98601774999999,9.149703577027108,1,0,
Q3 GROUP BY,M6 SessionBound full,True,128.41197449999999,142.092083,129.88763875,6.841008605228207,1,0,
Q4 CTE,M0 Raw PostgreSQL,True,0.23174699999999998,0.395731,0.26521332000000003,0.18026905189964693,1,0,
Q4 CTE,M1 Role-only read-only credential,True,0.23042849999999998,0.402734,0.25154938,0.13999255316985829,1,0,
Q4 CTE,M2 Safe-view-only,True,0.26869149999999997,0.512935,0.29956745,0.1542380989045427,1,0,
Q4 CTE,M3 RLS + Safe View + Short Credential + Audit,True,1.2076315,2.079261,1.3233807999999998,0.37873652451172435,1,0,
Q4 CTE,M4 SessionBound without receipts,True,128.148212,143.023889,130.04950312,7.150277103352188,1,0,
Q4 CTE,M5 SessionBound without budget updates,True,126.4476865,148.764334,128.6061025,8.514699793351577,1,0,
Q4 CTE,M6 SessionBound full,True,129.716696,155.722754,133.21221127,11.160160959457004,1,0,
Q5 window function,M0 Raw PostgreSQL,True,0.2468795,0.457465,0.28889439,0.1565803843221682,20,0,
Q5 window function,M1 Role-only read-only credential,True,0.2797325,0.49619,0.33650618,0.33580997433100107,20,0,
Q5 window function,M2 Safe-view-only,True,0.350873,0.604839,0.39815944999999997,0.15310232250703287,20,0,
Q5 window function,M3 RLS + Safe View + Short Credential + Audit,True,1.3132645,2.251995,1.40976,0.4253182783384932,20,0,
Q5 window function,M4 SessionBound without receipts,True,138.756326,168.884706,143.47510682,14.63801371505883,20,0,
Q5 window function,M5 SessionBound without budget updates,True,132.7690065,149.219818,134.05547305,9.372651637248618,20,0,
Q5 window function,M6 SessionBound full,True,134.93208099999998,153.718336,136.94209657,10.23187166514619,20,0,
