timestamp,git_commit,postgres_version,extension_version,round_count,contender_count,success_count,denial_count,dual_success_count,zero_success_count,unexpected_error_count,explicit_unbind_recovery,socket_close_recovery,backend_terminate_recovery,rollback_semantics,stale_recovery_count,fence_rejection_count,remaining_budget_before_crash,remaining_budget_after_recovery,receipt_chain_verified,latency_p50_ms,latency_p95_ms,latency_p99_ms,passed
2026-07-20T00:11:42.298908Z,70034b3,16.14 (Debian 16.14-1.pgdg13+1),0.1,100,20,1,19,0,0,0,True,True,True,True,3,2,2,2,True,13.945675000059055,28.898990000016056,35.336806999794135,True
