timestamp,git_commit,postgres_version,extension_version,round_count,contender_count,success_count,denial_count,dual_success_count,zero_success_count,unexpected_error_count,explicit_unbind_recovery,socket_close_recovery,backend_terminate_recovery,rollback_semantics,stale_recovery_count,fence_rejection_count,remaining_budget_before_crash,remaining_budget_after_recovery,receipt_chain_verified,latency_p50_ms,latency_p95_ms,latency_p99_ms,passed
2026-07-10T03:08:46.773277Z,c3f9280,16.14 (Debian 16.14-1.pgdg13+1),0.1,1000,20,1,19,0,0,0,True,True,True,True,3,2,2,2,True,13.01716199850489,17.779648000214365,26.2337469994236,True
